State,District,Year,Annual Total Rainfall (mm),Annual Rainfall Anomaly (mm),Extreme Rainfall Days (90th Percentile),Very Heavy Rainfall Days (>50mm),Longest Consecutive Dry Spell (days),Longest Consecutive Wet Spell (days),Maximum Daily Rainfall (mm),Hazard Score
Arunachal Pradesh,Changlang,2023,1675.237068,-307.5056181,33,0,37,16,47.52826336,0.216874664
Arunachal Pradesh,Changlang,2024,2172.235887,189.4932013,38,7,36,13,82.7619509,0.357739374
Arunachal Pradesh,Changlang,2025,1585.74467,-396.9980158,20,3,56,12,117.269855,0.304346855
Arunachal Pradesh,Dibang Valley,2010,3013.229355,997.8233302,54,14,54,24,158.2173004,0.60191973
Arunachal Pradesh,Dibang Valley,2011,0,-2015.406025,0,0,365,0,0,0.166190476
Arunachal Pradesh,Dibang Valley,2012,0,-2015.406025,0,0,366,0,0,0.166666667
Arunachal Pradesh,Dibang Valley,2013,1503.132352,-512.2736725,23,5,34,10,83.34571915,0.2710568
Arunachal Pradesh,Dibang Valley,2014,1404.514808,-610.8912167,28,2,20,25,69.72396946,0.322533643
Arunachal Pradesh,Dibang Valley,2015,2008.221538,-7.184486982,39,4,23,27,68.32682896,0.395347626
Arunachal Pradesh,Dibang Valley,2016,4170.898686,2155.492661,69,26,53,21,214.3514824,0.785927679
Arunachal Pradesh,Dibang Valley,2017,3976.786688,1961.380663,74,20,17,17,180.808268,0.686241405
Arunachal Pradesh,Dibang Valley,2018,2429.166194,413.7601686,42,12,29,31,82.53006859,0.50561323
Arunachal Pradesh,Dibang Valley,2019,1870.055294,-145.3507312,30,8,35,17,73.44210205,0.351125509
Arunachal Pradesh,Dibang Valley,2020,2427.778657,412.3726323,43,9,16,14,104.675001,0.408209494
Arunachal Pradesh,Dibang Valley,2021,1512.813739,-502.592286,26,1,31,20,61.74181194,0.288096379
Arunachal Pradesh,Dibang Valley,2022,2094.622039,79.21601384,42,7,59,16,116.2629856,0.420062976
Arunachal Pradesh,Dibang Valley,2023,2193.310153,177.9041281,44,2,19,22,57.83546989,0.364240483
Arunachal Pradesh,Dibang Valley,2024,2047.50034,32.0943155,42,3,36,15,104.9849741,0.367441174
Arunachal Pradesh,Dibang Valley,2025,1594.466556,-420.9394689,29,1,56,12,71.86188393,0.274878696
Arunachal Pradesh,East Kameng,2010,2998.35469,618.5275243,49,4,48,56,92.59708074,0.671999104
Arunachal Pradesh,East Kameng,2011,2028.226996,-351.6001694,27,5,23,34,79.87478409,0.2971543
Arunachal Pradesh,East Kameng,2012,1659.489451,-720.3377143,24,0,122,19,43.41532733,0.182539683
Arunachal Pradesh,East Kameng,2013,2017.603598,-362.2235672,32,0,40,43,48.49084784,0.240641711
Arunachal Pradesh,East Kameng,2014,2384.719659,4.892493753,41,5,29,26,84.32047106,0.402726363
Arunachal Pradesh,East Kameng,2015,2353.500915,-26.32625021,38,4,35,37,95.44599737,0.445959616
Arunachal Pradesh,East Kameng,2016,2480.53169,100.7045241,37,0,72,57,48.05312417,0.42938414
Arunachal Pradesh,East Kameng,2017,2783.944051,404.1168853,42,7,39,19,100.4348312,0.510266127
Arunachal Pradesh,East Kameng,2018,2231.71325,-148.1139155,27,2,20,56,57.44903247,0.308347724
Arunachal Pradesh,East Kameng,2019,2505.373669,125.5465035,38,7,30,20,63.98808778,0.363793632
Arunachal Pradesh,East Kameng,2020,2936.609552,556.7823866,55,6,21,33,60.74585571,0.520930796
Arunachal Pradesh,East Kameng,2021,2446.959176,67.13201006,40,6,37,29,67.31720785,0.407019118
Arunachal Pradesh,East Kameng,2022,3062.505157,682.6779918,50,11,60,20,79.29256007,0.638188815
Arunachal Pradesh,East Kameng,2023,2379.588161,-0.239004278,36,5,22,40,60.98232288,0.367397394
Arunachal Pradesh,East Kameng,2024,1867.474888,-512.3522779,25,3,24,21,68.9978358,0.162835016
Arunachal Pradesh,East Kameng,2025,1940.639745,-439.1874206,24,3,30,15,118.2814173,0.261859412
Arunachal Pradesh,East Siang,2010,3605.587729,775.3220017,46,10,47,25,141.6509841,0.552827201
Arunachal Pradesh,East Siang,2011,1725.4695,-1104.796227,25,7,72,10,80.11031233,0.180300711
Arunachal Pradesh,East Siang,2012,1685.389729,-1144.875997,21,4,122,19,86.97571673,0.28412909
Arunachal Pradesh,East Siang,2013,2138.099897,-692.16583,27,2,41,20,62.21104813,0.166557379
Arunachal Pradesh,East Siang,2014,2393.266995,-436.9987323,30,13,24,24,84.2970156,0.304019802
Arunachal Pradesh,East Siang,2015,2711.554999,-118.7107278,33,7,26,35,179.4888153,0.498187802
Arunachal Pradesh,East Siang,2016,4147.309969,1317.044242,57,25,48,21,181.5234228,0.776450591
Arunachal Pradesh,East Siang,2017,4091.066528,1260.800801,56,18,18,25,168.1664124,0.675742515
Arunachal Pradesh,East Siang,2018,2673.223718,-157.0420094,35,9,29,37,68.63107654,0.381025991
Arunachal Pradesh,East Siang,2019,3036.014067,205.74834,42,16,34,19,103.0248032,0.430258571
Arunachal Pradesh,East Siang,2020,4242.340044,1412.074317,57,20,25,19,140.9701135,0.640559637
Arunachal Pradesh,East Siang,2021,2361.684796,-468.5809314,34,6,18,28,65.74112102,0.257485963
Arunachal Pradesh,East Siang,2022,3476.697413,646.4316864,42,17,57,21,104.876006,0.518020076
Arunachal Pradesh,East Siang,2023,2487.260541,-343.0051864,28,5,19,22,73.60605785,0.208335821
Arunachal Pradesh,East Siang,2024,2559.883471,-270.382256,34,4,58,16,123.1611285,0.326150278
Arunachal Pradesh,East Siang,2025,1949.402237,-880.8634899,18,3,56,21,88.54826083,0.19004414
Arunachal Pradesh,Kurung Kumey,2010,3814.19859,1335.419118,57,17,44,34,137.8623115,0.715574759
Arunachal Pradesh,Kurung Kumey,2011,3482.44105,1003.661578,52,17,23,25,228.7335527,0.677359715
Arunachal Pradesh,Kurung Kumey,2012,2687.266085,208.4866128,51,9,122,25,100.4581742,0.588862932
Arunachal Pradesh,Kurung Kumey,2013,2355.253106,-123.5263663,32,10,40,42,95.22884242,0.45260414
Arunachal Pradesh,Kurung Kumey,2014,2583.863751,105.0842789,36,9,37,37,123.8029787,0.469064186
Arunachal Pradesh,Kurung Kumey,2015,2619.975472,141.1959999,41,9,26,34,129.8907918,0.463101094
Arunachal Pradesh,Kurung Kumey,2016,2942.302912,463.5234396,46,13,47,52,77.30488014,0.614111501
Arunachal Pradesh,Kurung Kumey,2017,2960.787075,482.0076024,55,8,33,31,115.1225219,0.510993225
Arunachal Pradesh,Kurung Kumey,2018,2312.791878,-165.9875943,32,2,20,39,73.96115245,0.30753661
Arunachal Pradesh,Kurung Kumey,2019,2713.003701,234.2242292,45,4,23,32,69.64109008,0.369388821
Arunachal Pradesh,Kurung Kumey,2020,2458.619899,-20.15957304,38,1,17,52,51.48879581,0.365328196
Arunachal Pradesh,Kurung Kumey,2021,1723.81743,-754.9620421,16,0,20,36,32.76124774,0.141844909
Arunachal Pradesh,Kurung Kumey,2022,2648.281745,169.5022728,46,4,36,35,65.84932009,0.399792422
Arunachal Pradesh,Kurung Kumey,2023,1514.936405,-963.8430675,15,0,19,23,39.19325394,0.067661985
Arunachal Pradesh,Kurung Kumey,2024,1385.547929,-1093.231543,13,2,22,24,68.8291325,0.10589399
Arunachal Pradesh,Kurung Kumey,2025,1457.384527,-1021.394945,10,2,51,16,132.3849059,0.163231866
Arunachal Pradesh,Lohit,2010,3280.75234,1234.437976,66,10,48,34,95.87134879,0.713992639
Arunachal Pradesh,Lohit,2011,756.5918717,-1289.722492,11,0,91,10,36.25638689,0.120167062
Arunachal Pradesh,Lohit,2012,724.7985296,-1321.515834,9,0,122,12,38.65659496,0.184317909
Arunachal Pradesh,Lohit,2013,2290.719169,244.404805,43,9,44,21,89.52482578,0.470227991
Arunachal Pradesh,Lohit,2014,1865.111224,-181.2031392,30,7,73,19,105.4491534,0.455247033
Arunachal Pradesh,Lohit,2015,2146.786223,100.4718597,42,6,27,14,104.6113619,0.384915376
Arunachal Pradesh,Lohit,2016,3324.32419,1278.009826,63,21,48,28,117.5297323,0.794278717
Arunachal Pradesh,Lohit,2017,2958.771497,912.4571339,51,13,33,25,98.86184556,0.592362983
Arunachal Pradesh,Lohit,2018,1867.40476,-178.9096031,35,2,29,35,76.83520535,0.408329393
Arunachal Pradesh,Lohit,2019,2484.481912,438.1675485,42,9,43,19,128.9018467,0.535477441
Arunachal Pradesh,Lohit,2020,2213.937673,167.6233097,40,4,38,16,78.46203722,0.353089427
Arunachal Pradesh,Lohit,2021,1388.880283,-657.4340802,20,1,30,14,72.79610852,0.180341153
Arunachal Pradesh,Lohit,2022,2659.04209,612.7277261,56,6,59,21,70.17273222,0.499546813
Arunachal Pradesh,Lohit,2023,1529.08678,-517.2275835,28,0,37,16,42.6086344,0.176093283
Arunachal Pradesh,Lohit,2024,1888.858375,-157.4559886,31,4,36,12,82.43076161,0.282895607
Arunachal Pradesh,Lohit,2025,1361.482898,-684.8314654,18,3,56,12,114.1488435,0.295282802
Arunachal Pradesh,Longding,2010,2806.956055,687.9106659,51,1,47,63,53.11457939,0.503520273
Arunachal Pradesh,Longding,2011,1746.245433,-372.799956,30,7,69,12,77.9743515,0.325890732
Arunachal Pradesh,Longding,2012,1690.586507,-428.4588827,29,4,122,20,85.4509552,0.404609449
Arunachal Pradesh,Longding,2013,1992.673723,-126.3716669,30,1,61,44,64.96019058,0.301357427
Arunachal Pradesh,Longding,2014,1553.912355,-565.1330343,28,1,57,21,50.95413704,0.103523588
Arunachal Pradesh,Longding,2015,1984.330833,-134.7145568,34,2,23,23,79.82358704,0.259049441
Arunachal Pradesh,Longding,2016,2480.069297,361.0239079,44,1,48,28,54.7166153,0.320882448
Arunachal Pradesh,Longding,2017,1977.785575,-141.259814,29,1,33,19,54.07696838,0.127267273
Arunachal Pradesh,Longding,2018,1832.449765,-286.5956246,25,1,29,15,72.76956329,0.137252488
Arunachal Pradesh,Longding,2019,2206.721717,87.67632804,36,4,23,17,58.96235199,0.235220185
Arunachal Pradesh,Longding,2020,2301.829272,182.7838822,40,2,38,31,58.78079681,0.303385343
Arunachal Pradesh,Longding,2021,1561.171807,-557.8735826,25,2,21,37,58.72993927,0.127434867
Arunachal Pradesh,Longding,2022,2870.047258,751.0018687,59,7,59,22,96.9927536,0.695386009
Arunachal Pradesh,Longding,2023,2146.864992,27.81960229,40,2,22,22,54.47553101,0.212361575
Arunachal Pradesh,Longding,2024,2656.681568,537.6361782,50,11,61,24,76.43404846,0.626326496
Arunachal Pradesh,Longding,2025,2096.400074,-22.64531522,35,6,56,14,86.61671295,0.394445591
Arunachal Pradesh,Lower Dibang Valley,2010,3658.885568,1084.39035,53,11,47,24,139.1526019,0.569975535
Arunachal Pradesh,Lower Dibang Valley,2011,1469.94822,-1104.546997,24,5,72,10,70.38056183,0.182188943
Arunachal Pradesh,Lower Dibang Valley,2012,1409.120965,-1165.374252,18,4,122,19,75.08012899,0.297799016
Arunachal Pradesh,Lower Dibang Valley,2013,2085.626952,-488.8682653,28,3,40,30,59.65390841,0.287024835
Arunachal Pradesh,Lower Dibang Valley,2014,2077.570252,-496.9249657,30,7,37,24,88.24336243,0.306220879
Arunachal Pradesh,Lower Dibang Valley,2015,2448.791028,-125.7041899,35,5,26,20,140.5440915,0.345278566
Arunachal Pradesh,Lower Dibang Valley,2016,4397.91747,1823.422252,63,26,48,28,197.6742808,0.83474359
Arunachal Pradesh,Lower Dibang Valley,2017,4168.912668,1594.417451,61,19,18,21,170.0195936,0.644597073
Arunachal Pradesh,Lower Dibang Valley,2018,2610.619475,36.12425749,36,10,29,35,68.8319664,0.4138636
Arunachal Pradesh,Lower Dibang Valley,2019,2826.660014,252.1647959,41,10,35,19,90.6392924,0.370045877
Arunachal Pradesh,Lower Dibang Valley,2020,3433.253358,858.7581405,53,14,25,19,117.4543355,0.483637425
Arunachal Pradesh,Lower Dibang Valley,2021,2060.783868,-513.7113498,32,0,18,24,49.44400851,0.19300587
Arunachal Pradesh,Lower Dibang Valley,2022,3232.62645,658.1312321,50,13,57,21,80.94146474,0.479600611
Arunachal Pradesh,Lower Dibang Valley,2023,1902.02318,-672.4720373,26,1,19,22,54.21149762,0.164192711
Arunachal Pradesh,Lower Dibang Valley,2024,1946.986039,-627.5091787,22,3,60,16,88.18702253,0.230093608
Arunachal Pradesh,Lower Dibang Valley,2025,1462.197976,-1112.297242,13,1,57,12,103.9097646,0.146443394
Arunachal Pradesh,Lower Subansiri,2010,3797.135786,1066.680536,55,12,44,67,88.94421741,0.757570369
Arunachal Pradesh,Lower Subansiri,2011,2993.852271,263.3970203,36,12,23,25,179.8139308,0.530442456
Arunachal Pradesh,Lower Subansiri,2012,2545.682457,-184.7727932,46,6,122,29,85.08282852,0.50897253
Arunachal Pradesh,Lower Subansiri,2013,2395.399633,-335.055618,27,5,39,28,85.08467933,0.241030139
Arunachal Pradesh,Lower Subansiri,2014,2699.270283,-31.1849675,32,9,20,32,74.54316562,0.320935509
Arunachal Pradesh,Lower Subansiri,2015,2905.871621,175.4163704,40,10,24,18,111.2206301,0.407959783
Arunachal Pradesh,Lower Subansiri,2016,3057.858463,327.403212,42,8,46,51,76.42855399,0.498567889
Arunachal Pradesh,Lower Subansiri,2017,3319.06174,588.6064897,48,10,20,20,96.9580367,0.47233699
Arunachal Pradesh,Lower Subansiri,2018,2684.111024,-46.34422663,37,5,30,25,66.74183437,0.275396486
Arunachal Pradesh,Lower Subansiri,2019,2859.906688,129.4514376,39,6,19,27,81.63279424,0.324434851
Arunachal Pradesh,Lower Subansiri,2020,2829.544172,99.08892132,34,1,24,33,58.41009004,0.222085107
Arunachal Pradesh,Lower Subansiri,2021,2146.516543,-583.938707,27,0,20,53,49.49670138,0.148449532
Arunachal Pradesh,Lower Subansiri,2022,2971.285775,240.8305241,44,3,58,31,75.45075757,0.387953266
Arunachal Pradesh,Lower Subansiri,2023,2071.496952,-658.958299,24,3,37,21,64.01448086,0.114051468
Arunachal Pradesh,Lower Subansiri,2024,2078.901713,-651.5535378,26,3,22,13,82.73202596,0.100494562
Arunachal Pradesh,Lower Subansiri,2025,2331.388889,-399.066362,28,4,59,22,142.863333,0.314074089
Arunachal Pradesh,Namsai,2010,3170.154841,964.9203598,55,9,48,25,98.38331757,0.696157092
Arunachal Pradesh,Namsai,2011,1765.377263,-439.857218,31,9,72,10,84.59788513,0.347542051
Arunachal Pradesh,Namsai,2012,1691.195901,-514.0385803,29,5,122,19,90.19846649,0.467486978
Arunachal Pradesh,Namsai,2013,2315.804852,110.5703708,40,10,44,21,91.79477539,0.5128552
Arunachal Pradesh,Namsai,2014,1859.910729,-345.3237528,28,7,73,19,103.5579361,0.443688763
Arunachal Pradesh,Namsai,2015,2117.184707,-88.04977419,37,6,27,20,102.7547806,0.418047427
Arunachal Pradesh,Namsai,2016,3021.561749,816.3272682,52,15,48,28,115.1117981,0.803440206
Arunachal Pradesh,Namsai,2017,2659.244965,454.0104841,44,10,33,25,106.0051498,0.606533795
Arunachal Pradesh,Namsai,2018,1713.560124,-491.674357,28,3,29,15,82.47802887,0.226052281
Arunachal Pradesh,Namsai,2019,2448.452278,243.2177966,41,8,50,19,135.6130951,0.585243923
Arunachal Pradesh,Namsai,2020,2400.525601,195.2911196,40,6,38,16,86.47970276,0.405506426
Arunachal Pradesh,Namsai,2021,1353.675303,-851.5591785,13,3,30,18,58.75039215,0.115360383
Arunachal Pradesh,Namsai,2022,2736.565422,531.3309403,55,5,59,21,64.51334381,0.522955726
Arunachal Pradesh,Namsai,2023,1966.849819,-238.3846621,33,1,37,19,52.67234802,0.23650261
Arunachal Pradesh,Namsai,2024,2311.078861,105.8443801,37,7,61,19,81.193013,0.454804686
Arunachal Pradesh,Namsai,2025,1752.609284,-452.6251968,22,3,56,12,130.2755417,0.32146377
Arunachal Pradesh,Papum Pare,2010,3584.420568,817.9721292,49,12,48,56,70.27292595,0.700040492
Arunachal Pradesh,Papum Pare,2011,2518.643122,-247.8053161,30,8,23,25,130.6388242,0.35069027
Arunachal Pradesh,Papum Pare,2012,2081.390577,-685.0578612,35,2,122,29,54.53988676,0.281746032
Arunachal Pradesh,Papum Pare,2013,2401.912332,-364.5361067,29,2,39,44,59.97084096,0.206648158
Arunachal Pradesh,Papum Pare,2014,2857.886082,91.43764389,37,8,29,32,69.98377101,0.350011483
Arunachal Pradesh,Papum Pare,2015,2920.041113,153.5926752,41,9,25,35,97.29856758,0.465132434
Arunachal Pradesh,Papum Pare,2016,3085.406994,318.958556,41,6,46,36,74.4279377,0.436181348
Arunachal Pradesh,Papum Pare,2017,3367.340718,600.8922798,43,11,39,19,120.4214854,0.563645269
Arunachal Pradesh,Papum Pare,2018,2719.671456,-46.77698201,35,4,30,56,59.18103256,0.344657864
Arunachal Pradesh,Papum Pare,2019,2885.925088,119.4766501,35,8,19,27,76.25284284,0.314799775
Arunachal Pradesh,Papum Pare,2020,2988.707793,222.2593547,43,4,24,33,70.40291182,0.361303145
Arunachal Pradesh,Papum Pare,2021,2319.459708,-446.9887299,30,3,27,38,81.58516401,0.220921753
Arunachal Pradesh,Papum Pare,2022,3195.051983,428.6035451,44,16,58,31,71.003044,0.58335687
Arunachal Pradesh,Papum Pare,2023,2507.09702,-259.3514181,28,7,24,40,69.49125323,0.250369112
Arunachal Pradesh,Papum Pare,2024,2236.146609,-530.3018295,28,5,24,14,86.67317607,0.130544699
Arunachal Pradesh,Papum Pare,2025,2594.073848,-172.3745905,37,6,51,21,131.5102575,0.42212197
Arunachal Pradesh,Tawang,2010,2002.003024,425.7555436,50,1,46,54,72.36138188,0.472933745
Arunachal Pradesh,Tawang,2011,1423.846739,-152.4007414,37,2,44,13,62.79588266,0.216383326
Arunachal Pradesh,Tawang,2012,2229.473854,653.2263735,47,14,122,15,136.2504314,0.817648663
Arunachal Pradesh,Tawang,2013,1728.013952,151.7664719,44,3,47,18,75.31720075,0.356888234
Arunachal Pradesh,Tawang,2014,1471.133363,-105.1141176,39,2,39,21,91.84659993,0.289230897
Arunachal Pradesh,Tawang,2015,1798.084411,221.8369302,47,3,52,23,63.00834066,0.385311793
Arunachal Pradesh,Tawang,2016,1195.990512,-380.2569683,27,0,74,18,42.58366307,0.122046857
Arunachal Pradesh,Tawang,2017,1560.088878,-16.15860221,32,2,51,19,61.2821149,0.227159463
Arunachal Pradesh,Tawang,2018,1401.033558,-175.2139219,38,0,38,34,38.00624674,0.18132881
Arunachal Pradesh,Tawang,2019,1330.54982,-245.6976604,31,0,55,16,42.42128095,0.131157209
Arunachal Pradesh,Tawang,2020,1603.24155,26.99406982,39,1,43,24,62.77803144,0.263892426
Arunachal Pradesh,Tawang,2021,1601.420758,25.17327804,37,0,38,107,48.86172381,0.354332357
Arunachal Pradesh,Tawang,2022,1660.589838,84.34235796,35,2,64,33,73.57070784,0.330968626
Arunachal Pradesh,Tawang,2023,1381.267542,-194.9799382,33,0,38,40,33.83266206,0.149936456
Arunachal Pradesh,Tawang,2024,1383.687265,-192.5602158,25,0,60,27,42.71266209,0.130300671
Arunachal Pradesh,Tawang,2025,1449.534621,-126.712859,24,1,30,33,81.69166981,0.166136036
Arunachal Pradesh,Tirap,2010,2617.319483,490.6794198,47,0,47,64,47.15918541,0.442845888
Arunachal Pradesh,Tirap,2011,1752.193913,-374.4461498,31,7,72,10,82.64978218,0.363021414
Arunachal Pradesh,Tirap,2012,1689.091925,-437.5481378,29,4,122,19,88.806036,0.431650335
Arunachal Pradesh,Tirap,2013,2037.357166,-89.28289674,36,2,44,37,57.82163334,0.30314133
Arunachal Pradesh,Tirap,2014,1572.462547,-554.1775163,24,1,57,21,61.00384331,0.165627806
Arunachal Pradesh,Tirap,2015,1994.608569,-132.0314938,35,3,23,14,81.47999001,0.274752492
Arunachal Pradesh,Tirap,2016,2587.46824,460.8281769,47,4,48,28,66.49624443,0.448978622
Arunachal Pradesh,Tirap,2017,2055.605793,-71.03427011,27,3,33,15,55.60803509,0.190950673
Arunachal Pradesh,Tirap,2018,1766.204026,-360.4360371,24,1,29,14,83.49168968,0.188557068
Arunachal Pradesh,Tirap,2019,2269.652565,143.0125023,37,6,23,17,82.72150707,0.374188784
Arunachal Pradesh,Tirap,2020,2405.144302,278.5042389,40,4,38,18,73.09293842,0.371195659
Arunachal Pradesh,Tirap,2021,1470.111326,-656.5287367,23,3,30,22,64.41466618,0.148058529
Arunachal Pradesh,Tirap,2022,2866.235131,739.5950682,64,7,59,22,86.76915359,0.657999938
Arunachal Pradesh,Tirap,2023,2160.442799,33.80273604,37,2,22,22,63.35870266,0.255698259
Arunachal Pradesh,Tirap,2024,2666.006698,539.366635,47,11,61,12,74.95950413,0.562317865
Arunachal Pradesh,Tirap,2025,2116.336524,-10.30353883,37,5,56,15,102.2178593,0.448578741
Arunachal Pradesh,Upper Siang,2010,3888.670225,860.4039629,47,12,55,45,111.4536105,0.672531618
Arunachal Pradesh,Upper Siang,2011,643.1052754,-2385.160986,0,0,91,9,22.53653708,0.121913406
Arunachal Pradesh,Upper Siang,2012,588.299229,-2439.967033,0,0,122,12,24.24115831,0.18238159
Arunachal Pradesh,Upper Siang,2013,2661.481419,-366.784843,24,9,38,34,88.35686892,0.440553299
Arunachal Pradesh,Upper Siang,2014,3109.286826,81.02056458,35,8,20,27,123.7378242,0.466247705
Arunachal Pradesh,Upper Siang,2015,3706.219372,677.9531105,51,13,21,27,71.09838815,0.497057527
Arunachal Pradesh,Upper Siang,2016,4709.483532,1681.21727,65,25,46,33,116.5172161,0.77601819
Arunachal Pradesh,Upper Siang,2017,4683.740999,1655.474737,67,24,19,31,151.5918184,0.768664094
Arunachal Pradesh,Upper Siang,2018,2788.117981,-240.148281,38,5,30,36,71.11121975,0.42845001
Arunachal Pradesh,Upper Siang,2019,3011.781805,-16.48445666,34,10,24,22,100.4071471,0.426558233
Arunachal Pradesh,Upper Siang,2020,3854.909843,826.6435812,47,15,12,34,102.9076056,0.565428614
Arunachal Pradesh,Upper Siang,2021,2782.782963,-245.483299,32,6,19,29,79.94879454,0.383190513
Arunachal Pradesh,Upper Siang,2022,3526.085511,497.819249,45,9,41,21,91.2029611,0.47742039
Arunachal Pradesh,Upper Siang,2023,3172.13148,143.8652184,41,7,19,22,83.71320464,0.401321022
Arunachal Pradesh,Upper Siang,2024,2721.052381,-307.2138806,33,6,23,46,97.37826824,0.488327838
Arunachal Pradesh,Upper Siang,2025,2605.111348,-423.1549136,26,1,37,19,95.96061325,0.330652434
Arunachal Pradesh,Upper Subansiri,2010,3474.061701,927.2396556,64,9,44,67,71.6236213,0.708924848
Arunachal Pradesh,Upper Subansiri,2011,2976.052082,429.2300368,45,12,44,22,184.9133013,0.602289328
Arunachal Pradesh,Upper Subansiri,2012,2532.883778,-13.93826752,48,7,122,29,92.13204466,0.535365558
Arunachal Pradesh,Upper Subansiri,2013,2276.293174,-270.5288716,26,5,37,41,96.95114009,0.319906425
Arunachal Pradesh,Upper Subansiri,2014,2627.627076,80.80503093,38,8,20,38,74.91366356,0.379075365
Arunachal Pradesh,Upper Subansiri,2015,2820.791077,273.9690318,45,6,21,27,83.25115422,0.368621378
Arunachal Pradesh,Upper Subansiri,2016,3113.635718,566.8136728,49,6,46,52,66.60135187,0.519838415
Arunachal Pradesh,Upper Subansiri,2017,3159.867104,613.0450584,54,7,19,33,81.44035121,0.46575228
